dco_id,dco_start,dco_end,dco_hoursperdayx,du_id,dco_secondsperday,dco_hourlyrate,dcc_id,dco_vacation,dco_seconds0,dco_seconds1,dco_seconds2,dco_seconds3,dco_seconds4,dco_seconds5,dco_seconds6,dco_vacperday
456,2015-02-01,2016-01-31,,49,21600,0.00,2,30,21600,21600,21600,21600,21600,,,6
424,2014-04-01,2017-02-28,,94,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
503,2017-05-01,2017-06-30,,18,9000,0.00,8,,,12000,12000,,12000,,,6
299,2012-07-01,2013-12-31,,45,28800,37.05,1,30,28800,28800,28800,28800,28800,,,6
301,2012-07-01,2013-06-30,,61,28800,35.43,1,30,28800,28800,28800,28800,28800,,,6
489,2017-01-01,2017-09-15,,120,14400,0.00,8,30,18000,18000,,18000,18000,,,6
502,2017-01-01,2017-10-31,,52,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
457,2015-04-01,2018-01-31,,45,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
513,2017-01-01,2100-12-31,,139,28800,0.00,1,6,28800,28800,28800,28800,28800,,,30
517,2017-01-01,2100-12-31,,142,28800,,,6,28800,28800,28800,28800,28800,,,30
519,2017-01-01,2100-12-31,,143,28800,,,6,28800,28800,28800,28800,28800,,,30
520,2017-01-01,2100-12-31,,144,28800,,,6,28800,28800,28800,28800,28800,,,30
523,2017-11-01,2017-12-31,,145,,,,6,,,,,,,,30
522,2017-11-01,2017-12-31,,110,22500,,,6,21600,28800,21600,18000,,,,6
529,2018-01-01,2100-12-31,,110,21600,,,6,21600,21600,21600,21600,21600,,,6
532,2018-01-01,2018-01-31,,152,14400,,,6,14400,14400,14400,14400,14400,,,6
507,2017-09-16,2017-12-31,,120,14400,0.00,8,30,18000,18000,18000,18000,,,,6
573,2019-03-15,2019-09-15,,177,28800,,,,28800,28800,28800,28800,28800,,,6
521,2017-11-01,2019-04-30,,62,20160,,,6,25200,25200,25200,25200,,,,6
509,2017-10-01,2018-06-30,,135,28800,0.00,8,30,28800,28800,28800,28800,28800,,,6
554,2018-06-18,2018-08-31,,8,14400,,,30,,24000,24000,,24000,,,6
538,2018-02-01,2018-06-30,,63,14400,,,6,15600,25200,15600,15600,,,,6
545,2018-04-01,2018-07-31,,161,20160,,,6,25200,25200,25200,25200,,,,6
558,2018-08-01,2100-12-31,,30,,,,,28800,14400,28800,7200,,,,6
560,2018-09-16,2018-09-30,,170,,,,,28800,28800,14400,,,,,6
540,2018-03-01,2018-03-31,,156,28800,,,6,28800,28800,28800,28800,28800,,,6
535,2018-01-01,2018-09-30,,120,16200,,,6,16200,16200,,16200,16200,,,6
500,2016-06-01,2017-06-30,,130,9000,0.00,2,30,19800,,,,19800,,,30
547,2018-07-01,2018-12-31,,135,21600,,,6,21600,21600,21600,21600,21600,,,6
534,2018-01-01,2019-01-31,,153,28800,,,6,28800,28800,28800,28800,28800,,,6
570,2019-03-01,2019-04-12,,175,28800,,,,28800,28800,28800,28800,28800,,,0
576,2019-04-01,2100-12-31,,179,28800,,,,28800,28800,28800,28800,28800,,,6
564,2019-03-01,2019-04-30,,118,115200,,,6,21600,21600,28800,21600,21600,,,6
568,2019-02-01,2019-06-30,,153,,,,,28800,28800,28800,28800,,,,6
543,2018-04-01,2019-05-15,,159,28800,,,6,28800,28800,28800,28800,28800,,,6
582,2019-06-01,2100-12-31,,182,28800,,,,28800,28800,28800,28800,28800,,,6
557,2018-07-01,2019-07-31,,63,,,,,28800,21600,28800,21600,,,,6
587,2019-07-01,2019-07-31,,153,18000,,,,18000,18000,18000,18000,18000,,,6
565,2019-01-07,2019-08-31,,172,28800,,,,28800,28800,28800,28800,28800,,,6
544,2018-04-01,2019-03-31,,160,28800,,,6,28800,28800,28800,28800,28800,,,6
548,2018-05-01,2019-08-31,,163,28800,,,6,28800,28800,28800,28800,28800,,,6
514,2017-01-01,2100-12-31,,140,28800,0.00,1,6,28800,28800,28800,28800,28800,,,30
518,2017-01-01,2100-12-31,,141,28800,,,6,28800,28800,28800,28800,28800,,,30
384,2013-10-01,2019-08-31,,7,28800,42.98,1,35,28800,28800,28800,28800,28800,,,7
501,2016-02-01,2018-08-31,,49,21600,0.00,2,35,21600,21600,21600,21600,21600,,,7
515,2017-01-01,2100-12-31,,136,28800,0.00,1,6,28800,28800,28800,28800,28800,,,30
417,2010-08-01,2011-01-31,,53,28800,30.00,2,30,28800,28800,28800,28800,28800,,,6
551,2018-07-01,2019-09-30,,165,28800,,,,28800,28800,28800,28800,28800,,,6
546,2018-04-01,2018-09-30,,162,6480,,,6,18000,14400,,,,,,6
524,2018-01-01,2019-10-08,,145,25920,,,6,25920,25920,25920,25920,25920,,,6
527,2017-08-01,2018-09-30,,148,7200,,,6,,,,,,,,6
531,2018-01-01,2019-09-30,,151,28800,,,6,28800,28800,28800,28800,28800,,,6
530,2018-01-01,2019-10-31,,150,28800,,,6,28800,28800,28800,28800,28800,,,6
539,2018-01-01,2020-01-05,,116,23040,,,6,28800,28800,28800,28800,,,,6
594,2019-10-09,2020-01-08,,145,16200,,,,,,16200,,16200,,,30
541,2019-05-01,2019-12-31,,41,28800,,,6,28800,28800,28800,28800,,,,6
586,2019-09-01,2020-01-12,,7,18000,,,6,18000,18000,18000,18000,18000,,,30
580,2019-05-01,2020-06-15,,180,,,,,,,,7200,25200,,,6
581,2019-05-16,2020-01-31,,181,,,,,10800,10800,,,,,,6
569,2019-03-01,2020-02-29,,174,28800,,,,28800,28800,28800,28800,28800,,,6
572,2019-03-01,2020-08-31,,176,,,,,,,,,,,,0
512,2017-01-01,2100-12-31,,138,28800,0.00,1,6,28800,28800,28800,28800,28800,,,30
588,2019-06-01,2019-06-30,,186,109800,,,,,,,,,,,6
555,2018-09-01,2020-01-31,,8,14400,,,30,24000,24000,24000,,,,,6
506,2017-07-01,2020-08-15,,133,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
561,2018-10-01,2020-08-31,,170,28800,,,,28800,28800,28800,28800,28800,,,6
563,2018-09-01,2020-12-31,,40,30600,,,,30600,30600,30600,30600,,,,6
567,2019-02-01,2021-04-30,,173,28800,,,,28800,28800,28800,28800,28800,,,6
574,2019-04-01,2021-03-31,,178,28800,,,,28800,28800,28800,28800,28800,,,6
550,2018-05-01,2021-03-31,,164,28800,,,,28800,28800,28800,28800,28800,,,6
583,2019-06-01,2021-05-09,,183,28800,,,,28800,28800,28800,28800,28800,,,6
516,2017-01-01,2100-12-31,,137,28800,0.00,1,6,28800,28800,28800,28800,28800,,,30
420,2014-03-01,2016-04-30,,52,28800,35.22,1,30,28800,28800,28800,28800,28800,,,6
474,2016-05-01,2016-12-31,,52,21600,0.00,1,30,21600,21600,21600,21600,21600,,,6
579,2020-01-01,2021-11-15,,41,28800,,,,,28800,28800,28800,28800,,,6
536,2018-01-08,2021-07-31,,154,28800,,,6,28800,28800,28800,28800,28800,,,6
571,2019-03-01,2020-12-31,,35,21600,,,,28800,14400,28800,14400,,,,6
566,2019-01-01,2022-01-31,,135,25200,,,,25200,25200,25200,25200,25200,,,6
553,2018-05-01,2022-04-30,,168,28800,,,,28800,28800,28800,28800,28800,,,6
559,2018-09-01,2019-08-31,,169,28800,,,,28800,28800,28800,28800,28800,,,6
542,2018-04-01,2019-03-31,,157,28800,,,6,28800,28800,28800,28800,28800,,,6
552,2018-06-01,2019-05-31,,166,28800,,,,28800,28800,28800,28800,28800,,,6
584,2019-06-01,2020-05-31,,184,28800,,,,28800,28800,28800,28800,28800,,,6
578,2019-05-01,2022-08-31,,62,21600,,,,21600,21600,21600,21600,,,,6
526,2018-12-01,2019-11-30,,147,28800,,,6,28800,28800,28800,28800,28800,,,6
525,2017-12-01,2018-11-30,,147,28800,,,6,28800,28800,28800,28800,28800,,,6
549,2018-06-01,2022-05-18,,167,28800,,,,28800,28800,28800,28800,28800,,,6
528,2017-12-15,2018-11-30,,149,28800,,,6,28800,28800,28800,28800,28800,,,6
505,2017-06-01,2022-09-30,,132,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
504,2017-07-01,2022-08-31,,18,14400,0.00,8,,,7200,28800,28800,7200,,,6
556,2018-07-01,2022-12-31,,53,23040,,,6,28800,28800,28800,28800,,,,6
508,2017-10-01,2023-11-16,,134,28800,0.00,8,30,28800,28800,28800,28800,28800,,,6
585,2019-07-01,2024-02-29,,185,28800,,,,28800,28800,28800,28800,28800,,,6
533,2018-02-01,2024-02-29,,152,28800,,,6,28800,28800,28800,28800,28800,,,6
575,2019-04-01,2024-03-31,,54,23040,,,,28800,28800,28800,28800,,,,6
432,2014-05-01,2017-12-31,,95,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
382,2013-09-01,2018-04-30,,88,28800,29.26,2,30,28800,28800,28800,28800,28800,,,6
450,2014-09-01,2019-02-28,,35,14400,50.75,1,30,28800,,28800,14400,,,,6
397,2014-01-01,2019-03-31,,54,28800,37.94,2,30,28800,28800,28800,28800,28800,,,6
437,2014-07-01,2018-06-17,,8,14400,33.35,1,30,24000,24000,24000,,,,,6
480,2016-08-15,2019-09-15,,115,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
374,2013-10-15,2016-06-30,,66,28800,35.18,1,30,28800,28800,28800,28800,28800,,,6
462,2015-07-01,2015-12-31,,104,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
415,2014-01-16,2016-03-31,,32,17280,34.03,1,30,28800,28800,9600,9600,9600,,,6
379,2013-09-15,2015-08-31,,82,28800,24.55,1,30,28800,28800,28800,28800,28800,,,6
428,2014-06-01,2014-06-30,,63,20400,29.72,2,30,28800,18000,18000,18000,18000,,,6
441,2014-07-01,2015-03-31,,45,23040,37.05,1,30,28800,28800,28800,28800,,,,6
372,2013-01-01,2013-12-31,,13,28800,54.91,1,30,28800,28800,28800,28800,28800,,,6
358,2014-01-01,2014-06-30,,45,23040,37.05,1,30,28800,28800,28800,28800,,,,6
390,2013-11-01,2014-10-31,,91,28800,25.25,1,30,28800,28800,28800,28800,28800,,,6
355,2013-06-01,2014-05-31,,34,28800,40.95,1,30,28800,28800,28800,28800,28800,,,6
356,2013-07-01,2014-06-30,,61,28800,35.43,1,30,28800,28800,28800,28800,28800,,,6
373,2013-09-01,2014-08-31,,35,14400,50.75,1,30,28800,,28800,14400,,,,6
363,2013-06-01,2014-05-31,,63,20400,29.72,2,30,28800,18000,18000,18000,18000,,,6
367,2013-01-01,2013-12-31,,86,,11.00,2,,,,,,,,,6
119,2008-10-01,2009-09-30,,7,28800,,1,35,28800,28800,28800,28800,28800,,,6
174,2010-10-01,2011-09-30,,7,28800,35.00,1,35,28800,28800,28800,28800,28800,,,6
140,2009-10-01,2010-09-30,,7,28800,35.00,1,35,28800,28800,28800,28800,28800,,,6
253,2011-10-01,2012-09-30,,7,28800,35.00,1,35,28800,28800,28800,28800,28800,,,6
10,2006-01-01,2006-12-31,,14,28800,,,30,28800,28800,28800,28800,28800,,,6
144,2009-09-01,2010-08-31,,36,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
48,2006-09-01,2007-08-31,,30,15840,,1,30,15840,15840,15840,15840,15840,,,6
78,2007-09-01,2008-08-31,,30,15840,,1,30,15840,15840,15840,15840,15840,,,6
157,2009-08-01,2010-07-31,,49,28800,35.00,2,30,28800,28800,28800,28800,28800,,,6
116,2008-09-01,2009-08-31,,30,15840,,1,30,15840,15840,15840,15840,15840,,,6
142,2009-06-01,2010-05-31,,45,28800,30.00,1,30,28800,28800,28800,28800,28800,,,6
113,2008-05-15,2009-05-14,,48,28800,,2,30,28800,28800,28800,28800,28800,,,6
135,2009-05-15,2009-12-31,,48,28800,,2,30,28800,28800,28800,28800,28800,,,6
59,2007-01-01,2007-12-31,,32,28800,,1,30,28800,28800,28800,28800,28800,,,6
101,2008-01-01,2008-12-31,,32,28800,,1,30,28800,28800,28800,28800,28800,,,6
124,2009-01-01,2009-12-31,,32,28800,,1,30,28800,28800,28800,28800,28800,,,6
150,2009-09-15,2010-09-14,,19,18000,40.00,1,30,18000,18000,18000,18000,18000,,,6
133,2009-06-01,2010-05-31,,34,28800,40.00,1,30,28800,28800,28800,28800,28800,,,6
29,2006-01-01,2006-12-31,,33,28800,,2,30,28800,28800,28800,28800,28800,,,6
33,2006-01-01,2006-08-31,,36,17280,,1,30,17280,17280,17280,17280,17280,,,6
127,2009-07-01,2010-06-30,,24,28800,40.00,1,30,28800,28800,28800,28800,28800,,,6
53,2006-09-01,2007-08-31,,36,28800,,1,30,28800,28800,28800,28800,28800,,,6
115,2008-09-01,2009-08-31,,36,28800,,1,30,28800,28800,28800,28800,28800,,,6
152,2009-02-01,2009-07-31,,49,28800,,2,30,28800,28800,28800,28800,28800,,,6
66,2007-01-16,2007-04-30,,45,21600,,1,30,21600,21600,21600,21600,21600,,,6
449,2014-08-16,2014-10-31,,100,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
353,2013-06-01,2014-05-31,,76,28800,35.23,2,30,28800,28800,28800,28800,28800,,,6
126,2009-05-01,2010-04-30,,41,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
90,2008-05-01,2009-04-30,,41,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
370,2013-09-01,2014-08-31,,18,14400,38.79,1,30,4800,28800,4800,28800,4800,,,6
354,2013-07-01,2014-06-30,,8,14400,33.35,1,30,24000,24000,24000,,,,,6
359,2013-07-01,2014-06-30,,11,28800,54.91,1,30,28800,28800,28800,28800,28800,,,6
368,2013-01-01,2013-12-31,,85,,30.40,2,,,,,,,,,6
75,2007-05-01,2007-05-31,,45,24000,,1,30,24000,24000,24000,24000,24000,,,6
111,2008-06-01,2009-05-31,,45,28800,,1,30,28800,28800,28800,28800,28800,,,6
176,2010-06-01,2011-05-31,,45,28800,30.00,1,30,28800,28800,28800,28800,28800,,,6
11,2006-01-01,2006-12-31,,15,14400,,1,30,14400,14400,14400,14400,14400,,,6
57,2007-01-01,2007-12-31,,15,14400,,1,30,14400,14400,14400,14400,14400,,,6
93,2008-01-01,2008-12-31,,15,14400,,1,30,14400,14400,14400,14400,14400,,,6
35,2006-01-01,2006-12-31,,38,28800,,2,30,28800,28800,28800,28800,28800,,,6
72,2007-01-01,2007-12-31,,38,28800,,2,30,28800,28800,28800,28800,28800,,,6
98,2008-01-01,2008-03-19,,38,28800,,2,30,28800,28800,28800,28800,28800,,,6
89,2007-01-01,2007-12-31,,47,14400,,,30,14400,14400,14400,14400,14400,,,6
110,2008-03-20,2009-03-31,,38,28800,,2,30,28800,28800,28800,28800,28800,,,6
148,2009-04-01,2009-08-31,,38,28800,,2,30,28800,28800,28800,28800,28800,,,6
18,2006-01-01,2006-12-31,,22,28800,,1,30,28800,28800,28800,28800,28800,,,6
436,2014-06-01,2100-12-31,,12,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
463,2015-01-15,2015-08-31,,106,,0.00,2,30,,,,,,,,6
423,2014-04-01,2016-03-31,,93,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
434,2014-06-01,2100-12-31,,98,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
440,2014-07-01,2100-12-31,,11,28800,54.91,1,30,28800,28800,28800,28800,28800,,,6
422,2014-05-01,2014-12-31,,58,28800,29.70,1,30,28800,28800,28800,28800,28800,,,6
469,2014-07-15,2015-07-14,,92,,0.00,2,0,,,,,,,,6
442,2014-07-01,2100-12-31,,24,28800,45.25,1,30,28800,28800,28800,28800,28800,,,6
484,2016-10-01,2017-10-31,,62,14400,0.00,8,30,18000,18000,18000,18000,,,,6
438,2014-09-01,2015-04-30,,18,14400,38.79,1,30,4800,28800,4800,28800,4800,,,6
104,2008-01-01,2008-12-31,,22,28800,,1,30,28800,28800,28800,28800,28800,,,6
145,2009-01-01,2009-12-31,,22,28800,,1,30,28800,28800,28800,28800,28800,,,6
15,2006-01-01,2006-12-31,,19,14400,,1,30,14400,14400,14400,14400,14400,,,6
56,2007-01-01,2007-09-14,,19,14400,,1,30,14400,14400,14400,14400,14400,,,6
388,2013-10-01,2020-09-30,,90,28800,23.52,2,30,28800,28800,28800,28800,28800,,,6
425,2014-04-01,2021-04-15,,75,28800,29.79,2,30,28800,28800,28800,28800,28800,,,6
81,2007-09-15,2008-09-14,,19,18000,,1,30,18000,18000,18000,18000,18000,,,6
31,2003-01-01,2003-12-31,,34,28800,,1,30,28800,28800,28800,28800,28800,,,6
39,2006-06-01,2007-05-31,,34,28800,,1,30,28800,28800,28800,28800,28800,,,6
77,2007-06-01,2008-05-31,,34,28800,,1,30,28800,28800,28800,28800,28800,,,6
95,2008-06-01,2009-05-31,,34,28800,,1,30,28800,28800,28800,28800,28800,,,6
20,2006-07-01,2007-06-30,,24,28800,,1,30,28800,28800,28800,28800,28800,,,6
62,2007-07-01,2008-06-30,,24,28800,,1,30,28800,28800,28800,28800,28800,,,6
94,2008-07-01,2009-06-30,,24,28800,,1,30,28800,28800,28800,28800,28800,,,6
30,2006-01-01,2006-12-31,,9,28800,,2,30,28800,28800,28800,28800,28800,,,6
87,2007-10-15,2008-02-29,,9,14400,,2,30,14400,14400,14400,14400,14400,,,6
108,2008-03-01,2009-02-28,,9,14400,,2,30,14400,14400,14400,14400,14400,,,6
161,2010-03-01,2011-02-28,,9,14400,30.00,2,30,14400,14400,14400,14400,14400,,,6
25,2006-01-01,2006-12-31,,29,28800,,2,30,28800,28800,28800,28800,28800,,,6
73,2007-01-01,2007-12-31,,29,28800,,2,30,28800,28800,28800,28800,28800,,,6
173,2010-05-01,2011-04-30,,41,28800,40.00,1,30,28800,28800,28800,28800,28800,,,6
23,2006-01-01,2006-12-31,,27,28800,,2,30,28800,28800,28800,28800,28800,,,6
41,2004-10-01,2005-09-30,,4,25200,,1,30,25200,25200,25200,25200,25200,,,6
2,2005-10-01,2006-09-30,08:00:00,4,28800,,1,30,28800,28800,28800,28800,28800,,,6
42,2006-04-01,2007-03-31,,10,11520,,1,30,11520,11520,11520,11520,11520,,,6
70,2007-01-01,2007-12-31,,40,28800,,2,30,28800,28800,28800,28800,28800,,,6
365,2013-01-01,2013-04-30,,84,,9.00,2,,,,,,,,,6
371,2012-01-01,2012-12-31,,13,28800,50.00,1,30,28800,28800,28800,28800,28800,,,6
413,2013-07-15,2014-07-14,,92,,0.00,2,0,,,,,,,,6
297,2012-07-01,2013-06-30,,8,14400,33.35,1,30,24000,24000,24000,,,,,6
408,2014-01-01,2014-12-31,,86,,11.00,2,,,,,,,,,6
120,2008-07-01,2009-06-30,,11,28800,,1,30,28800,28800,28800,28800,28800,,,6
84,2007-07-01,2008-06-30,,11,28800,,1,30,28800,28800,28800,28800,28800,,,6
19,2006-01-01,2006-12-31,,23,28800,,1,30,28800,28800,28800,28800,28800,,,6
64,2007-01-01,2007-12-31,,23,28800,,1,30,28800,28800,28800,28800,28800,,,6
97,2008-01-01,2008-12-31,,23,28800,,1,30,28800,28800,28800,28800,28800,,,6
139,2009-01-01,2009-12-31,,23,28800,,1,30,28800,28800,28800,28800,28800,,,6
8,2006-01-01,2006-12-31,,12,21600,,1,30,21600,21600,21600,21600,21600,,,6
51,2007-01-01,2007-12-31,,12,21600,,1,30,21600,21600,21600,21600,21600,,,6
99,2008-01-01,2008-09-30,,12,21600,,1,30,21600,21600,21600,21600,21600,,,6
117,2008-10-01,2009-09-30,,12,21600,,1,30,21600,21600,21600,21600,21600,,,6
21,2006-01-01,2006-12-31,,25,28800,,2,30,28800,28800,28800,28800,28800,,,6
36,2006-01-01,2006-12-31,,39,28800,,1,30,28800,28800,28800,28800,28800,,,6
61,2007-01-01,2007-12-31,,39,28800,,1,30,28800,28800,28800,28800,28800,,,6
88,2008-01-01,2008-12-31,,39,28800,,1,30,28800,28800,28800,28800,28800,,,6
9,2006-01-01,2006-12-31,,13,28800,,1,30,28800,28800,28800,28800,28800,,,6
63,2007-01-01,2008-12-31,,13,28800,,1,30,28800,28800,28800,28800,28800,,,6
134,2009-01-01,2009-12-31,,13,28800,,1,30,28800,28800,28800,28800,28800,,,6
14,2006-01-01,2006-12-31,,18,28800,,1,30,28800,28800,28800,28800,28800,,,6
60,2007-01-01,2007-12-31,,18,28800,,1,30,28800,28800,28800,28800,28800,,,6
96,2008-01-01,2008-12-31,,18,28800,,1,30,28800,28800,28800,28800,28800,,,6
123,2009-01-01,2009-06-30,,18,28800,,1,30,28800,28800,28800,28800,28800,,,6
49,2007-01-01,2007-12-31,,37,28800,,1,30,28800,28800,28800,28800,28800,,,6
92,2008-01-01,2008-12-31,,37,28800,,1,30,28800,28800,28800,28800,28800,,,6
138,2009-01-01,2009-12-31,,37,28800,,1,30,28800,28800,28800,28800,28800,,,6
43,2006-10-01,2007-09-30,,8,28800,,1,30,28800,28800,28800,28800,28800,,,6
80,2007-10-01,2008-09-30,,8,28800,,1,30,28800,28800,28800,28800,28800,,,6
118,2008-10-01,2009-09-30,,8,28800,,1,30,28800,28800,28800,28800,28800,,,6
131,2009-10-01,2009-12-31,,8,28800,,1,30,28800,28800,28800,28800,28800,,,6
65,2007-01-01,2007-12-31,,27,28800,,2,30,28800,28800,28800,28800,28800,,,6
107,2008-01-01,2008-12-31,,27,28800,,2,30,28800,28800,28800,28800,28800,,,6
146,2009-01-01,2009-12-31,,27,28800,,2,30,28800,28800,28800,28800,28800,,,6
54,2007-01-01,2007-12-31,,35,28800,,1,30,28800,28800,28800,28800,28800,,,6
316,2012-11-01,2013-09-30,,12,23040,54.37,1,30,23040,23040,23040,23040,23040,,,6
444,2014-10-01,2015-01-31,,49,14400,37.59,2,30,14400,14400,14400,14400,14400,,,6
377,2013-09-15,2014-09-14,,62,14400,32.17,1,30,28800,14400,14400,14400,,,,6
396,2014-01-01,2014-08-31,,13,28800,54.91,1,30,28800,28800,28800,28800,28800,,,6
91,2008-01-01,2008-12-31,,35,28800,,1,30,28800,28800,28800,28800,28800,,,6
147,2009-01-01,2009-10-31,,35,28800,,1,30,28800,28800,28800,28800,28800,,,6
67,2007-04-01,2008-03-31,,10,11520,,1,30,11520,11520,11520,11520,11520,,,6
109,2008-04-01,2009-03-31,,10,11520,,1,30,11520,11520,11520,11520,11520,,,6
47,2006-10-01,2007-09-30,,4,28800,,1,30,28800,28800,28800,28800,28800,,,6
82,2007-10-01,2008-09-30,,4,28800,,1,30,28800,28800,28800,28800,28800,,,6
102,2008-10-01,2009-09-30,,4,28800,,1,30,28800,28800,28800,28800,28800,,,6
106,2008-01-01,2008-12-31,,40,28800,,2,30,28800,28800,28800,28800,28800,,,6
129,2009-01-01,2009-12-31,,40,28800,,2,30,28800,28800,28800,28800,28800,,,6
156,2009-04-01,2010-03-31,,28,14400,,1,30,14400,14400,14400,14400,14400,,,6
448,2014-09-01,2018-07-31,,30,15840,44.37,1,30,15840,15840,15840,15840,15840,,,6
421,2014-05-01,2018-02-28,,41,28800,40.33,1,6,28800,28800,28800,28800,28800,,,6
446,2014-07-15,2018-01-31,,99,28800,0.00,2,30,28800,28800,28800,28800,28800,,,6
454,2015-07-01,2018-05-31,,61,18000,0.00,1,30,18000,18000,18000,18000,18000,,,6
431,2014-05-01,2019-04-30,,97,28800,0.00,1,30,28800,28800,28800,28800,28800,,,6
172,2010-04-01,2010-12-31,,28,14400,,1,30,14400,14400,14400,14400,14400,,,6
22,2006-01-01,2006-12-31,,26,28800,,2,30,28800,28800,28800,28800,28800,,,6
226,2011-01-01,2011-12-31,,21,28800,70.00,2,30,28800,28800,28800,28800,28800,,,6
230,2011-09-01,2011-12-31,,36,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
132,2009-10-01,2010-01-31,,46,14400,,2,30,14400,14400,14400,14400,14400,,,6
229,2011-03-01,2012-02-29,,52,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
249,2010-10-01,2011-09-30,,46,21600,30.00,2,30,21600,21600,21600,21600,21600,,,6
190,2010-03-01,2011-02-28,,52,28800,30.00,1,30,28800,28800,28800,28800,28800,,,6
273,2012-01-01,2012-12-31,,36,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
168,2010-01-01,2010-12-31,,13,28800,45.00,1,30,28800,28800,28800,28800,28800,,,6
260,2011-10-01,2012-09-30,,63,14400,25.00,2,30,14400,14400,14400,14400,14400,,,6
26,2006-01-01,2006-08-31,,30,14400,,1,30,14400,14400,14400,14400,14400,,,6
386,2013-10-01,2018-11-30,,68,28800,32.00,2,30,28800,28800,28800,28800,28800,,,6
246,2011-08-01,2012-07-31,,60,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
227,2011-06-01,2012-06-30,,45,28800,35.00,1,30,28800,28800,28800,28800,28800,,,6
214,2011-02-01,2011-12-31,,53,28800,30.00,2,30,28800,28800,28800,28800,28800,,,6
364,2013-07-01,2013-08-31,,40,14400,57.09,2,30,14400,14400,14400,14400,14400,,,6
196,2010-05-01,2010-12-31,,18,14400,35.00,1,30,14400,14400,14400,14400,14400,,,6
181,2010-01-01,2010-12-31,,27,28800,45.00,2,30,28800,28800,28800,28800,28800,,,6
177,2010-09-01,2011-08-31,,30,15840,40.00,1,30,15840,15840,15840,15840,15840,,,6
228,2011-09-01,2012-08-31,,30,15840,40.00,1,30,15840,15840,15840,15840,15840,,,6
163,2010-02-01,2010-09-30,,46,21600,30.00,2,30,21600,21600,21600,21600,21600,,,6
175,2010-01-01,2010-12-31,,21,28800,70.00,2,30,28800,28800,28800,28800,28800,,,6
28,2006-01-01,2006-12-31,,32,28800,,1,30,28800,28800,28800,28800,28800,,,6
210,2010-12-06,2011-01-05,,32,23040,35.00,1,30,23040,23040,23040,23040,23040,,,6
232,2011-01-06,2011-12-31,,32,23040,35.00,1,30,23040,23040,23040,23040,23040,,,6
200,2010-10-01,2011-03-31,,33,21600,25.00,2,30,21600,21600,21600,21600,21600,,,6
195,2010-04-01,2010-09-30,,33,14400,25.00,2,30,14400,14400,14400,14400,14400,,,6
179,2010-01-01,2010-12-31,,15,14400,30.00,1,30,14400,14400,14400,14400,14400,,,6
215,2011-02-01,2011-03-31,,25,21600,25.00,2,30,21600,21600,21600,21600,21600,,,6
243,2011-04-01,2011-12-31,,33,28800,25.00,2,30,28800,28800,28800,28800,28800,,,6
166,2010-07-01,2011-06-30,,24,28800,40.00,1,30,28800,28800,28800,28800,28800,,,6
204,2010-09-01,2010-12-31,,38,14400,40.00,2,30,14400,14400,14400,14400,14400,,,6
242,2011-04-01,2011-12-31,,25,28800,25.00,2,30,28800,28800,28800,28800,28800,,,6
83,2007-10-01,2008-04-30,,7,18000,,1,35,18000,18000,18000,18000,18000,,,6
46,2003-10-01,2004-09-30,,7,14400,,1,35,14400,14400,14400,14400,14400,,,6
40,2004-10-01,2005-09-30,,7,14400,,1,35,14400,14400,14400,14400,14400,,,6
3,2005-10-01,2006-09-30,05:00:00,7,18000,,1,35,18000,18000,18000,18000,18000,,,6
50,2006-10-01,2007-09-30,,7,18000,,1,35,18000,18000,18000,18000,18000,,,6
112,2008-05-01,2008-09-30,,7,28800,,1,35,28800,28800,28800,28800,28800,,,6
52,2006-07-01,2007-06-30,,11,28800,,1,30,28800,28800,28800,28800,28800,,,6
69,2007-07-01,2008-02-28,,46,14400,,2,30,14400,14400,14400,14400,14400,,,6
122,2008-10-01,2009-09-30,,46,14400,,2,30,14400,14400,14400,14400,14400,,,6
74,2006-03-01,2007-06-30,,46,14400,,2,30,14400,14400,14400,14400,14400,,,6
12,2006-01-01,2006-12-31,,16,28800,,,30,28800,28800,28800,28800,28800,,,6
13,2006-01-01,2006-12-31,,17,28800,,,30,28800,28800,28800,28800,28800,,,6
17,2006-01-01,2006-12-31,,21,28800,,2,30,28800,28800,28800,28800,28800,,,6
16,2006-01-01,2006-12-31,,20,28800,,,30,28800,28800,28800,28800,28800,,,6
