dpr_id,dpr_start,dpr_end,dpr_target_hours,dpr_title,dpr_blockbefore,dpr_number,dpr_funding_rate,dpr_virtual,dpr_dow,lpc_id,du_id,update_timestamp,dpr_uuid
645,2023-04-01,2026-03-31,,NanodiagBW (mit MwSt.),,720762,100,FALSE,,22,314,2024-07-10T10:16:51Z,3564b3da-b2b4-4b1e-9e00-6ab4c122e93c
647,2023-02-01,2026-01-31,,EDIH-AICS,,720764,100,FALSE,,24,35,2024-07-10T10:16:51Z,4b76ead4-2f7f-4370-9de9-5d910cef911f
648,2023-01-01,2025-12-31,,GOFORESTS,,720765,100,FALSE,,24,53,2024-07-10T10:16:51Z,da5a6114-bd94-4b14-96ba-38a0e2af544f
719,2024-01-01,2028-12-31,,MOBILITIES (mit MwSt),,720836,100,FALSE,,24,228,2024-07-10T10:16:51Z,12ebb46f-04c8-416e-9a96-faf7145f9a3e
653,2023-01-01,2026-12-31,,MARS,,720770,100,FALSE,,24,184,2024-07-10T10:16:51Z,707eded0-b6e4-44f6-a7a2-54f7e6185338
655,2022-11-01,2026-10-31,,PrAEctiCe,,720772,100,FALSE,,24,306,2024-09-13T07:15:29Z,40d9bfff-4c67-4ce9-a504-0bf2135f856f
625,2022-10-01,2026-03-31,,OPeraTIC,,720742,100,FALSE,,24,306,2024-09-13T07:52:24Z,b10cec4a-3239-4522-85c6-3e5ef3b52f43
271,2000-01-01,2100-12-31,,S2i Personal in Gemeinkosten,,2223,100,FALSE,,21,11,2024-10-22T15:19:11Z,7b67b88e-239c-45e2-9bc2-3728b044ec91
616,2022-06-01,2026-05-31,,MOSTH2,,720733,100,FALSE,,24,368,2025-01-29T12:52:41Z,cbfa6249-488e-46aa-a73d-73a204f789c2
621,2022-09-01,2026-08-31,,CANMILK,,720738,100,FALSE,,24,280,2025-01-30T09:43:08Z,30690ddb-75bd-4e28-aba8-fc236b610ac8
615,2022-05-01,2026-04-30,,EcoReFibre (inkl. MwSt.),,720732,100,FALSE,,24,346,2025-02-04T12:42:59Z,0f2ddac3-d678-4cfe-a34b-0e65dc64fcc4
682,2023-06-01,2027-05-31,,FIBSUN,,720799,100,FALSE,,24,340,2025-02-04T12:44:54Z,23498581-b8ba-4424-8b61-93e1f210ec4c
652,2023-01-01,2026-12-31,,H2GLASS (mit MwSt),,720769,100,FALSE,,24,368,2025-02-04T12:48:23Z,a434b930-40d8-43a9-9c28-e4d4d53b1ead
603,2021-10-01,2025-09-30,,SOPHIA (inkl. MwSt),,720720,100,FALSE,,8,289,2025-07-02T11:34:00Z,db76b0d2-c167-4335-bffa-96234e836832
715,2024-01-01,2025-12-31,,EUB: 2024 - 2025,,720832,100,FALSE,,19,167,2024-07-10T10:16:51Z,4793734f-bcb5-4a4a-aff6-2b888aa1218d
721,2024-01-01,2025-12-31,,SEADE,,720838,100,FALSE,,24,54,2024-07-10T10:16:51Z,70c0dafc-e9b4-4a6a-bd66-5e5d421193bd
695,2023-09-01,2027-08-31,,POSEIDON (mit MwSt),,720812,100,FALSE,,24,193,2024-07-10T10:16:51Z,5db6534a-619d-473c-83ea-ce8afac422d3
714,2024-01-01,2026-12-31,,STREAM IT,,720831,100,FALSE,,24,203,2024-07-10T10:16:51Z,76153ef1-6279-4010-81f8-94523c3d098c
690,2023-06-01,2027-05-31,,DaWetRest (mit MwSt),,720807,100,FALSE,,24,317,2024-07-10T10:16:51Z,a94fa7e5-d478-4db4-bcbf-722ff29327d0
651,2022-11-01,2026-04-30,,Every1,,720768,100,FALSE,,24,284,2024-07-10T10:16:51Z,b01a4eea-2173-402a-8467-44c78c6ee99e
722,2023-11-01,2027-04-30,,NENUPHAR (mit MwSt),,720839,100,FALSE,,24,53,2024-07-10T10:16:51Z,3f57a587-96bd-4f7a-8623-5ecfb6671828
728,2024-01-01,2027-12-31,,HYGHER (mit MwSt),,720845,96,FALSE,,24,124,2024-08-28T15:45:48Z,d15543d0-2a17-4c4c-8af9-b2ce62e81292
687,2023-05-01,2027-04-30,,SMARTeeStory (mit MwSt),,720804,100,FALSE,,24,339,2024-09-11T07:59:07Z,51f86217-d51c-494f-aa35-2344bc06250a
704,2023-10-01,2027-03-31,,MULTICLIMACT (mit MwSt),,720821,100,FALSE,,25,331,2024-09-11T08:13:26Z,42d90ab5-12ec-4551-a5a2-e54c0cd47525
680,2023-07-01,2027-06-30,,LUCRA (mit MwSt),,720797,100,FALSE,,24,369,2025-01-17T10:30:05Z,3d55ee04-2a16-4f2b-a8ea-3379002aff76
698,2023-06-01,2027-05-31,,CAPTUS (mit MwSt),,720815,100,FALSE,,24,369,2025-01-17T10:30:33Z,3c72fa4f-8652-43f9-af93-c51e71a629d2
723,2024-01-01,2027-12-31,,TOXBOX,,720840,100,FALSE,,24,340,2025-02-04T12:53:51Z,b8227a82-674c-4650-adc0-3287f95a605e
654,2023-08-01,2027-07-31,,NetworkNaturePlus,,720771,100,FALSE,,24,316,2025-02-26T17:21:21Z,63cb09b6-595a-4643-8a12-c2b5ec610fa9
781,2024-09-01,2027-08-31,,INTERREG: RECENTRE,,720898,75,FALSE,,10,344,2025-05-14T08:55:03Z,70e388f8-7a09-457a-9071-322812f1dc61
694,2023-03-01,2026-02-28,,INTERREG: Capacity2Transform LUMP,,720811,80,FALSE,,29,164,2025-06-04T12:52:56Z,640bd407-6ff7-47aa-9d5c-25765f71e5b8
650,2023-01-01,2027-01-31,,ECODALLI,,720767,100,FALSE,,24,379,2025-06-24T09:07:34Z,c5d0110d-4fb9-444d-8c2a-1345beb4941f
756,2024-06-01,2027-11-30,,SIRCULAR (mit MwSt),,720873,100,FALSE,,24,339,2024-07-10T10:16:51Z,9788eedf-e2e9-48a9-ba50-8899ab701298
749,2024-05-01,2026-04-30,,TWIN SYNERGIES,,720866,100,FALSE,,24,132,2024-07-10T10:16:51Z,80488f0f-f5d8-4e7a-b08e-fbc6d0eb8fee
754,2024-06-01,2028-05-31,,GREENE,,720871,100,FALSE,,24,112,2024-07-10T10:16:51Z,8c982f89-9058-4ebd-958a-9fe51a0eac79
449,2019-11-01,2025-10-31,,ATELIER  (o.Vst),,720566,100,FALSE,,8,294,2024-08-26T06:28:40Z,d378fb5d-9aca-49c0-b1c7-c871d7b81c70
660,2023-01-01,2025-12-31,,SHIFT-HUB,,720777,100,FALSE,,24,314,2024-09-09T14:32:03Z,3f62ab92-df14-4a2f-b756-3fdb99053b36
758,2024-05-01,2028-04-30,,PROTEUS (mit MwSt),,720875,100,FALSE,,24,331,2024-09-17T07:00:01Z,0da2ca5a-26ba-4776-8bc4-ec632db694e7
727,2024-01-01,2027-12-31,,COREU (mit MwSt),,720844,100,FALSE,,24,369,2025-01-17T10:29:49Z,e125837e-5a5e-455e-be85-ad736832ebce
628,2022-07-01,2026-06-30,,INVEST4NATURE,,720745,100,FALSE,,24,54,2024-10-14T06:13:08Z,20e750ea-ab0e-42b3-8cba-f53bd0d0d419
760,2024-06-01,2027-11-30,,BioFibreLoop (inkl. MwSt),,720877,100,FALSE,,24,346,2024-10-24T10:12:39Z,244185f9-11ab-43d7-b052-e619e717e777
763,2024-11-01,2028-04-30,,STUNNED,,720880,100,FALSE,,24,284,2025-01-09T11:02:02Z,f89b909a-914a-4811-b571-0dd1181cc7ba
787,2024-09-01,2025-08-31,,INTERREG: ForeDanube,,720904,80,FALSE,,10,132,2025-03-12T11:53:38Z,f37befea-14f5-4a1d-a799-ba07aa4823b8
784,2024-09-01,2025-08-31,,INTERREG: RuBIO,,720901,80,FALSE,,10,164,2025-03-12T12:20:09Z,20c0d6aa-708d-46d4-9118-bc016c5a9c31
796,2024-06-01,2025-02-28,,TENDER: FWC Hydrogen FP2,,720913,100,FALSE,,16,53,2025-05-05T13:20:26Z,9968b1a8-82d7-4073-b7c6-7544e707156a
739,2024-01-01,2026-06-30,,INTERREG: Culinary Trail,,720856,80,FALSE,,10,83,2025-05-22T11:58:55Z,184ad292-6ebf-4943-83f3-15d307c4f854
797,2024-11-15,2025-11-15,,PA8 Lighthouse Projects WM,,720914,100,FALSE,,16,344,2025-05-28T10:49:46Z,84516633-2e55-4961-b790-832c9fb7afb9
738,2024-01-01,2026-06-30,,INTERREG: BrAIn,,720855,80,FALSE,,10,132,2025-07-03T09:10:59Z,afa9a1e4-bdfd-41b1-a802-1be770f560f1
805,2025-01-01,2026-12-31,,INNOVATE-EU,,720922,100,FALSE,,24,318,2024-12-18T07:24:15Z,18c5e637-dfbe-48fc-b4fb-bfbff2746f57
803,2025-01-01,2025-12-31,,SUCCESS FEE: Circular-C,,720920,,FALSE,,28,220,2024-12-20T09:43:31Z,a584881d-d160-4a97-9aca-827df1d6f4ee
808,2025-04-01,2028-03-31,,INTERREG: DINAMIC Danube,,720925,80,FALSE,,10,132,2025-01-13T17:17:01Z,fb595967-5194-4acf-a717-01da1354a87b
807,2025-04-01,2027-09-30,,INTERREG: Danube Crafts,,720924,80,FALSE,,10,164,2025-01-13T17:17:39Z,0f780204-044d-4a89-b956-1041dd0f1385
809,2025-06-01,2029-05-31,,SoS2LearnDBS,,720926,,FALSE,,24,318,2025-01-13T17:22:28Z,40134d42-b06f-405b-ad70-11c1d7e7e087
811,2025-06-01,2028-05-31,,DECIRE-WATER,,720928,100,FALSE,,24,289,2025-01-17T17:14:00Z,3e4e7867-f36f-4d37-a24d-98e7d8cf590d
813,2025-04-01,2028-03-31,,IANUS,,720930,100,FALSE,,24,284,2025-01-23T06:43:57Z,8746c977-46d3-46ed-85c5-914a65e6a9c1
821,2024-06-01,2024-12-31,,ExCo: SUCCESS FEE BioFibreLoop,,720938,,FALSE,,20,145,2025-04-04T10:24:26Z,e718cb79-c2ee-40b5-99c3-6abb5569fb80
823,2025-01-01,2025-12-31,,EU-KONFORM-PEMPIRE-FraunhoferISE-One-stage-SuccessFee-HORIZON-JU-CLEANH2-2025-01-01,,720940,100,FALSE,,4,307,2025-04-07T11:37:17Z,bc0d52c6-e4ff-4e4b-a524-0262a4df47e2
824,2025-06-01,2028-11-30,,FABULOSE,,720941,100,FALSE,,24,53,2025-04-14T07:02:01Z,2033f756-dc6e-4db1-ae3f-5a4bce202214
819,2025-01-30,2027-12-31,,WM KMU 2025-2027,,720936,100,FALSE,,14,45,2025-04-14T13:31:13Z,eb5161a1-62cd-48d5-8c43-cba7161ef14f
828,2025-06-01,2029-05-31,,Circular-C,,720945,100,FALSE,,24,53,2025-05-07T14:50:53Z,f8c0de14-291e-4e9b-9633-8779ca469128
806,2025-04-01,2027-09-30,,INTERREG: SMILE INCUBATOR,,720923,80,FALSE,,10,344,2025-05-14T08:55:38Z,43227f7e-39b6-4e2e-9dad-f3f0e9fa5ff9
837,2025-01-01,2025-12-31,,EU-KONFORM-FullFlight-HOLISTIC-Erfolgsbasiert-HORIZON-HLTH-2025-01-DISEASE-06,,720954,100,FALSE,,4,307,2025-06-24T11:41:59Z,a0f170be-b674-4525-8fa4-0833a0cf4cd0
840,2025-06-01,2025-09-30,,Full-Flight-Microfactories-DITF-One-stage-UpfrontFee-HORIZON-CL4-INDUSTRY-2025-01-MATERIALS-31,,720957,100,FALSE,,4,220,2025-06-27T06:37:35Z,6e187da0-a878-4d19-b64d-3230c8817331
844,2025-01-01,2025-09-30,,Review-SPARTAN-TU-BAF-One-stage-UpfrontFee-HORIZON-CL4-2025-INDUSTRY-MATERIALS-01-62,,720961,100,FALSE,,4,220,2025-07-01T12:48:45Z,f8ad3bfd-9e39-498d-937b-b42e0484f588
